Market Name,Chain Name,Chain ID,Token Symbol,Token Name,Supply APY (%),Borrow APY (%),Incentive Supply APR (%),Incentive Borrow APR (%),Can Borrow,Can Be Collateral,Has Incentives,Total Supply,Available Liquidity,Utilization Rate (%),Status
"AaveV3Avalanche","Avalanche",43114,"GHO","Gho Token",1.53,3.55,8.98,0,true,false,true,46292590.44149116137526952,23951631.096009801684570347,48.26,"Active"
"AaveV3Avalanche","Avalanche",43114,"LINK.e","Chainlink Token",0.04,0.86,0,0,true,true,false,212699.372312652064153744,201013.974083729433622272,5.49,"Active"
"AaveV3Avalanche","Avalanche",43114,"MAI","Mai Stablecoin",4.27,251.91,0,0,true,false,false,14549.816239507187660258,4879.12575636927308481,66.47,"Frozen"
"AaveV3Avalanche","Avalanche",43114,"sAVAX","Staked AVAX",0,0,0.25,0,false,true,true,7169918.276907313739559773,0,0,"Active"
"AaveV3Avalanche","Avalanche",43114,"USDC","USD Coin",5.17,6.57,1.52,0,true,true,true,162131923.380601,19332311.412671,88.08,"Active"
"AaveV3Avalanche","Avalanche",43114,"USDt","TetherToken",3.34,5.27,1.21,0,true,true,true,91268734.994503,26325621.321981,71.16,"Active"
"AaveV3Avalanche","Avalanche",43114,"WAVAX","Wrapped AVAX",1.40,3.88,0,0,true,true,false,15219939.623624766808395776,8280497.985323181687562632,45.59,"Active"
"AaveV3Avalanche","Avalanche",43114,"WBTC.e","Wrapped BTC",0.04,0.65,0,0,true,false,false,70.54155164,65.37391551,7.33,"Frozen"
"AaveV3Avalanche","Avalanche",43114,"WETH.e","Wrapped Ether",2.06,3.75,0,0,true,true,false,25441.600849239466209769,8848.47653269798681381,65.22,"Active"
"AaveV3Linea","Linea",59144,"ezETH","Renzo Restaked ETH",0,0,0,0,true,true,false,65463.793975553835350808,65463.793975553835350808,0,"Active"
"AaveV3Linea","Linea",59144,"USDC","USDC",4.11,5.85,0,0,true,true,false,414535978.400139,88141318.839208,78.74,"Active"
"AaveV3Linea","Linea",59144,"USDT","Tether USD",4.19,5.91,0,0,true,true,false,298837108.817377,61346689.678107,79.47,"Active"
"AaveV3Linea","Linea",59144,"WBTC","Wrapped BTC",0.20,1.98,0,0,true,true,false,63.36536017,55.36541197,12.63,"Active"
"AaveV3Linea","Linea",59144,"weETH","Wrapped eETH",0,0,0,0,true,true,false,49875.929402097367597229,49875.929402097367597229,0,"Active"
"AaveV3Linea","Linea",59144,"WETH","Wrapped Ether",1.66,2.39,0,0,true,true,false,248903.013773696343519907,45192.822075331455303727,81.84,"Active"
"AaveV3Linea","Linea",59144,"wrsETH","rsETHWrapper",0,0,0,0,false,true,false,70100.600046997852590029,0,0,"Active"
"AaveV3Linea","Linea",59144,"wstETH","Wrapped liquid staked Ether 2.0",0.83,3.74,0,0,true,true,false,11154.426616948773845345,8522.992465346853116945,23.59,"Active"
"AaveV3Scroll","Scroll",534352,"SCR","Scroll",0.01,0.63,0,0,true,false,false,693863.740529529386816641,665888.943716415128581038,4.03,"Active"
"AaveV3Scroll","Scroll",534352,"USDC","USD Coin",1.48,4.71,0,0,true,true,false,1866951.080692,677052.700648,63.73,"Active"
"AaveV3Scroll","Scroll",534352,"weETH","Wrapped eETH",0.24,3.96,0,0,true,true,false,4144.937200173967475121,3632.949342808144284184,12.35,"Active"
"AaveV3Scroll","Scroll",534352,"WETH","Wrapped Ether",3.90,8.80,0,0,true,true,false,4301.918144486944792321,399.359492235403622224,90.72,"Active"
"AaveV3Scroll","Scroll",534352,"wstETH","Wrapped liquid staked Ether 2.0",0.07,0.35,0,0,true,true,false,670.164670956413920901,387.265161037024548367,42.21,"Active"
